display_name,scenario,false_positive_rate,true_positive_rate,threshold
Random 1%,s1_random_1_percent,0.01686401148188016,0.3525385054192812,0.7373074889183044
Random 1%,s1_random_1_percent,0.017043415859346968,0.3525385054192812,0.7371384501457214
Random 1%,s1_random_1_percent,0.017043415859346968,0.3553907586993725,0.7359987497329712
Random 1%,s1_random_1_percent,0.017222820236813777,0.3553907586993725,0.7359321117401123
Random 1%,s1_random_1_percent,0.017222820236813777,0.3559612093553908,0.7357021570205688
Random 1%,s1_random_1_percent,0.01740222461428059,0.3559612093553908,0.7356866002082825
Random 1%,s1_random_1_percent,0.01740222461428059,0.36337706788362806,0.7293171882629395
Random 1%,s1_random_1_percent,0.017581628991747398,0.36337706788362806,0.7285619974136353
Random 1%,s1_random_1_percent,0.017581628991747398,0.3645179691956646,0.7281894087791443
Random 1%,s1_random_1_percent,0.01776103336921421,0.3645179691956646,0.728105902671814
Random 1%,s1_random_1_percent,0.01776103336921421,0.36508841985168283,0.7279654741287231
Random 1%,s1_random_1_percent,0.01794043774668102,0.36508841985168283,0.7279055118560791
Random 1%,s1_random_1_percent,0.01794043774668102,0.3662293211637193,0.7277352809906006
Random 1%,s1_random_1_percent,0.018119842124147828,0.3662293211637193,0.7275000810623169
Random 1%,s1_random_1_percent,0.018119842124147828,0.3667997718197376,0.7274940609931946
Random 1%,s1_random_1_percent,0.01847865087908145,0.3667997718197376,0.7270764708518982
Random 1%,s1_random_1_percent,0.01847865087908145,0.36737022247575585,0.7266021370887756
Random 1%,s1_random_1_percent,0.018658055256548258,0.36737022247575585,0.7261633276939392
Random 1%,s1_random_1_percent,0.018658055256548258,0.3685111237877924,0.7254913449287415
Random 1%,s1_random_1_percent,0.01883745963401507,0.3685111237877924,0.725067675113678
Random 1%,s1_random_1_percent,0.01883745963401507,0.36965202509982886,0.724165141582489
Random 1%,s1_random_1_percent,0.01919626838894869,0.36965202509982886,0.7238935828208923
Random 1%,s1_random_1_percent,0.01919626838894869,0.3702224757558471,0.7236760258674622
Random 1%,s1_random_1_percent,0.0193756727664155,0.3702224757558471,0.7230499386787415
Random 1%,s1_random_1_percent,0.0193756727664155,0.3719338277239019,0.7219157814979553
Random 1%,s1_random_1_percent,0.01955507714388231,0.3719338277239019,0.7216746211051941
Random 1%,s1_random_1_percent,0.01955507714388231,0.3725042783799201,0.7212996482849121
Random 1%,s1_random_1_percent,0.01991388589881593,0.3725042783799201,0.7211458086967468
Random 1%,s1_random_1_percent,0.01991388589881593,0.37592698231602967,0.7199698686599731
Random 1%,s1_random_1_percent,0.020093290276282743,0.37592698231602967,0.7194598913192749
Random 1%,s1_random_1_percent,0.020093290276282743,0.3764974329720479,0.7192614674568176
Random 1%,s1_random_1_percent,0.020272694653749552,0.3764974329720479,0.719196081161499
Random 1%,s1_random_1_percent,0.020272694653749552,0.3793496862521392,0.7182812094688416
Random 1%,s1_random_1_percent,0.02099031216361679,0.3793496862521392,0.7167884111404419
Random 1%,s1_random_1_percent,0.02099031216361679,0.3804905875641757,0.7166485786437988
Random 1%,s1_random_1_percent,0.021169716541083603,0.3804905875641757,0.716264009475708
Random 1%,s1_random_1_percent,0.021169716541083603,0.3822019395322305,0.7144179940223694
Random 1%,s1_random_1_percent,0.021349120918550412,0.3822019395322305,0.7143459916114807
Random 1%,s1_random_1_percent,0.021349120918550412,0.3827723901882487,0.7142513394355774
Random 1%,s1_random_1_percent,0.021528525296017224,0.3827723901882487,0.7140775918960571
Random 1%,s1_random_1_percent,0.021528525296017224,0.38619509412435826,0.7129406332969666
Random 1%,s1_random_1_percent,0.022066738428417654,0.38619509412435826,0.7124730944633484
Random 1%,s1_random_1_percent,0.022066738428417654,0.3884768967484313,0.7104971408843994
Random 1%,s1_random_1_percent,0.022246142805884463,0.3884768967484313,0.7095733880996704
Random 1%,s1_random_1_percent,0.022246142805884463,0.390188248716486,0.7094529271125793
Random 1%,s1_random_1_percent,0.022246142805884463,0.3907586993725043,0.7093920707702637
Random 1%,s1_random_1_percent,0.022425547183351272,0.3907586993725043,0.7093502283096313
Random 1%,s1_random_1_percent,0.022425547183351272,0.39361095265259555,0.7085166573524475
Random 1%,s1_random_1_percent,0.022604951560818085,0.39361095265259555,0.7078456282615662
Random 1%,s1_random_1_percent,0.022604951560818085,0.3941814033086138,0.7076721787452698
Random 1%,s1_random_1_percent,0.022784355938284893,0.3941814033086138,0.7075172662734985
Random 1%,s1_random_1_percent,0.022784355938284893,0.3987450085567598,0.7059134244918823
Random 1%,s1_random_1_percent,0.023143164693218515,0.3987450085567598,0.7055664658546448
Random 1%,s1_random_1_percent,0.023143164693218515,0.40216771249286937,0.7042421102523804
Random 1%,s1_random_1_percent,0.023322569070685324,0.40216771249286937,0.7037180662155151
Random 1%,s1_random_1_percent,0.023322569070685324,0.4044495151169424,0.7033030986785889
Random 1%,s1_random_1_percent,0.023501973448152136,0.4044495151169424,0.7032641768455505
Random 1%,s1_random_1_percent,0.023501973448152136,0.40616086708499716,0.7028042078018188
Random 1%,s1_random_1_percent,0.023681377825618945,0.40616086708499716,0.7024403810501099
Random 1%,s1_random_1_percent,0.023681377825618945,0.41015402167712495,0.6999892592430115
Random 1%,s1_random_1_percent,0.023860782203085754,0.41015402167712495,0.6994764804840088
Random 1%,s1_random_1_percent,0.023860782203085754,0.41243582430119796,0.6986865401268005
Random 1%,s1_random_1_percent,0.024040186580552566,0.41243582430119796,0.6982970237731934
Random 1%,s1_random_1_percent,0.024040186580552566,0.414717626925271,0.6971564888954163
Random 1%,s1_random_1_percent,0.024219590958019375,0.4152880775812892,0.6970393657684326
Random 1%,s1_random_1_percent,0.024219590958019375,0.41871078151739877,0.6951189637184143
Random 1%,s1_random_1_percent,0.024398995335486187,0.41871078151739877,0.695068359375
Random 1%,s1_random_1_percent,0.024398995335486187,0.4204221334854535,0.6942244172096252
Random 1%,s1_random_1_percent,0.024578399712952996,0.4204221334854535,0.6939824223518372
